"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"1000000.0","L18000","18","proposed","Development Impact Fees","C400122","Parks & Recreation","Downtown Greenways","Undistributed Budget","512117"
"3000000.0","S16013","18","proposed","Development Impact Fees","C400122","Parks & Recreation","Children's Park Improvements","Undistributed Budget","512117"
"155000.0","AIK00003","18","proposed","Development Impact Fees","C400123","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"31000.0","AIK00003","18","proposed","Development Impact Fees","C400125","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"35000.0","AIK00003","18","proposed","Development Impact Fees","C400129","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"133850.0","AIK00003","18","proposed","Development Impact Fees","C400132","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"155000.0","AIK00003","18","proposed","Development Impact Fees","C400133","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"22450.0","AIL00005","18","proposed","Development Impact Fees","C400133","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"400000.0","AIA00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Minor Bike Facilities","Undistributed Budget","512117"
"2067459.0","AID00005","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Resurfacing of City Streets","Undistributed Budget","512117"
"50000.0","AIE00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Bridge Rehabilitation","Undistributed Budget","512117"
"150000.0","AIG00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Median Installation","Undistributed Budget","512117"
"100000.0","AIH00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"850000.0","AIK00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","New Walkways","Undistributed Budget","512117"
"385000.0","AIL00001","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"150000.0","AIL00002","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"785000.0","AIL00004","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"615000.0","AIL00005","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"2000000.0","S00851","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","SR 163/Friars Road","Undistributed Budget","512117"
"2750000.0","S00915","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","University Avenue Mobility","Undistributed Budget","512117"
"4700000.0","S11060","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Otay Mesa Truck Route Phase 4","Undistributed Budget","512117"
"1000000.0","S13018","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Avenida de la Playa Infrastructure-SD","Undistributed Budget","512117"
"2000000.0","S14009","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","SR94/Euclid Av Interchange Phase 2","Undistributed Budget","512117"
"1000000.0","S15023","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Torrey Pines Road Improvement Phase 2","Undistributed Budget","512117"
"150000.0","S18000","18","proposed","TransNet Funds","C400169","Transportation & Storm Water","Streamview Drive Improvements Phase 2","Undistributed Budget","512117"
"35000.0","S00944","18","proposed","TransNet Funds","C400173","Transportation & Storm Water","Bayshore Bikeway","Undistributed Budget","512117"
"250000.0","AGF00007","18","proposed","Development Impact Fees","C400864","Parks & Recreation","Park Improvements","Undistributed Budget","512117"
"1000000.0","ABP00001","18","proposed","Sewer Funds","C700008","Public Utilities","Pump Station Restorations","Undistributed Budget","512117"
"100000.0","ABT00001","18","proposed","Sewer Funds","C700008","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"47058301.0","AJA00001","18","proposed","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"11759341.0","AJA00002","18","proposed","Sewer Funds","C700008","Public Utilities","Pipeline Rehabilitation","Undistributed Budget","512117"
"300000.0","AJA00003","18","proposed","Sewer Funds","C700008","Public Utilities","Unscheduled Projects","Undistributed Budget","512117"
"1733000.0","AJB00001","18","proposed","Sewer Funds","C700008","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"1000000.0","RD16001","18","proposed","Sewer Funds","C700008","Public Utilities","Harbor Dr TS Participation Agreement","Undistributed Budget","512117"
"903134.0","S14000","18","proposed","Sewer Funds","C700008","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"2000000.0","S15019","18","proposed","Sewer Funds","C700008","Public Utilities","Alvarado Trunk Sewer Phase IV","Undistributed Budget","512117"
"4080000.0","S15020","18","proposed","Sewer Funds","C700008","Public Utilities","Tecolote Canyon Trunk Sewer Improvement","Undistributed Budget","512117"
"13705722.0","S17008","18","proposed","Sewer Funds","C700008","Public Utilities","Advanced Metering Infrastructure","Undistributed Budget","512117"
"4250000.0","ABO00001","18","proposed","Sewer Funds","C700009","Public Utilities","Metro Treatment Plants","Undistributed Budget","512117"
"100000.0","ABT00001","18","proposed","Sewer Funds","C700009","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"6104584.0","AJB00001","18","proposed","Sewer Funds","C700009","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"27145387.0","ALA00001","18","proposed","Sewer Funds","C700009","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"14024768.0","S00312","18","proposed","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"522867.0","S14000","18","proposed","Sewer Funds","C700009","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1000000.0","ABI00001","18","proposed","Water Fund","C700010","Public Utilities","Water Treatment Plants","Undistributed Budget","512117"
"4948360.0","ABJ00001","18","proposed","Water Fund","C700010","Public Utilities","Water Pump Station Restoration","Undistributed Budget","512117"
"2450000.0","ABL00001","18","proposed","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"400000.0","ABM00001","18","proposed","Water Fund","C700010","Public Utilities","Groundwater Asset Development Program","Undistributed Budget","512117"
"138968.0","AHC00004","18","proposed","Water Fund","C700010","Public Utilities","Recycled Water Systems Upgrades","Undistributed Budget","512117"
"500000.0","AKA00002","18","proposed","Water Fund","C700010","Public Utilities","Pressure Reduction Facility Upgrades","Undistributed Budget","512117"
"17285600.0","AKA00003","18","proposed","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"46202093.0","AKB00003","18","proposed","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"46966635.0","ALA00001","18","proposed","Water Fund","C700010","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"2000000.0","S00041","18","proposed","Water Fund","C700010","Public Utilities","Morena Reservoir Outlet Tower Upgrade","Undistributed Budget","512117"
"200000.0","S00044","18","proposed","Water Fund","C700010","Public Utilities","Lower Otay Reservoir Emer Outlet Improve","Undistributed Budget","512117"
"200000.0","S00050","18","proposed","Water Fund","C700010","Public Utilities","Water Department Security Upgrades","Undistributed Budget","512117"
"4551407.0","S11021","18","proposed","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"600000.0","S11022","18","proposed","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
"37087853.0","S11024","18","proposed","Water Fund","C700010","Public Utilities","Miramar Clearwell Improvements","Undistributed Budget","512117"
"15606500.0","S11025","18","proposed","Water Fund","C700010","Public Utilities","Chollas Building","Undistributed Budget","512117"
"1540000.0","S12008","18","proposed","Water Fund","C700010","Public Utilities","Catalina 12inch Cast Iron Mains","Undistributed Budget","512117"
"3192358.0","S12009","18","proposed","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"8000000.0","S12010","18","proposed","Water Fund","C700010","Public Utilities","30th Street Pipeline Replacement","Undistributed Budget","512117"
"2500000.0","S12011","18","proposed","Water Fund","C700010","Public Utilities","69th & Mohawk Pump Station","Undistributed Budget","512117"
"1000000.0","S12012","18","proposed","Water Fund","C700010","Public Utilities","Cielo & Woodman Pump Station","Undistributed Budget","512117"
"2500000.0","S12013","18","proposed","Water Fund","C700010","Public Utilities","Alvarado 2nd Extension Pipeline","Undistributed Budget","512117"
"9271723.0","S12015","18","proposed","Water Fund","C700010","Public Utilities","Pacific Beach Pipeline South (W)","Undistributed Budget","512117"
"1950000.0","S12016","18","proposed","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"6211186.0","S12040","18","proposed","Water Fund","C700010","Public Utilities","Tierrasanta (Via Dominique) Pump Station","Undistributed Budget","512117"
"4900000.0","S13015","18","proposed","Water Fund","C700010","Public Utilities","Water & Sewer Group Job 816 (W)","Undistributed Budget","512117"
"950667.0","S14000","18","proposed","Water Fund","C700010","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"200000.0","S15016","18","proposed","Water Fund","C700010","Public Utilities","Otay Second Pipeline Relocation-PA","Undistributed Budget","512117"
"440000.0","S15027","18","proposed","Water Fund","C700010","Public Utilities","La Jolla View Reservoir","Undistributed Budget","512117"
"3202101.0","S16027","18","proposed","Water Fund","C700010","Public Utilities","Morena Pipeline","Undistributed Budget","512117"
"698000.0","S17006","18","proposed","Water Fund","C700010","Public Utilities","University Heights Water Tower Seismic Retrofit","Undistributed Budget","512117"
"13705722.0","S17008","18","proposed","Water Fund","C700010","Public Utilities","Advanced Metering Infrastructure","Undistributed Budget","512117"
"200000.0","AFA00001","18","proposed","Refuse Disposal Fund","C700040","Environmental Services","Minor Improvements to Landfills","Undistributed Budget","512117"
"2000000.0","L17000","18","proposed","Refuse Disposal Fund","C700040","Environmental Services","Miramar Landfill Facility Improvements","Undistributed Budget","512117"
"4300000.0","S16052","18","proposed","Refuse Disposal Fund","C700040","Environmental Services","Miramar Landfill Gas Recovery Improvemen","Undistributed Budget","512117"
"4500000.0","S16053","18","proposed","Refuse Disposal Fund","C700040","Environmental Services","Aerated Static Pile System","Undistributed Budget","512117"
"2000000.0","S16054","18","proposed","Refuse Disposal Fund","C700040","Environmental Services","Miramar Landfill Storm Water Improvement","Undistributed Budget","512117"
"5500000.0","AEA00001","18","proposed","Golf Course Enterprise Fund","C700045","Parks & Recreation","Torrey Pines Golf Course","Undistributed Budget","512117"
