"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 3","2012111312"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 4","2012111313"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 5","2012111314"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 7","2012111315"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 8","2012111316"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","MOC 9","2012111317"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","NCWRP","2012111322"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","Otay River PS (ORPS)","2012111321"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","PTLWWTP","2012111324"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","Pump Station 1","2012111318"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","Pump Station 2","2012111319"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Central Support","SBWRP","2012111325"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Operation Support","COMC","2012111112"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Operation Support","COMNET","2012111111"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Operation Support","Section Management","2012111101"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Energy Production","2012111220"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Grove Ave PS (GAPS)","2012111213"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","MBC","2012111216"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","NC Co-Gen Plant","2012111221"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","NCWRP","2012111215"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Otay River PS (ORPS)","2012111214"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","PTLWWTP","2012111217"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Pump Station 1","2012111211"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Pump Station 2","2012111212"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","SBWRP","2012111218"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","Section Management","2012111201"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","Pump Stations & Plants","WWTD Engineering","2012111219"
"Public Utilities","Metropolitan Wastewater Metro","WWTD","WWTD","Division Management","2012110001"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Administrative Services","Division Management","2011150001"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Finance","Audit Support","2011151314"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Finance","Budget","2011151312"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Finance","Contracts Mgmt","2011151311"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Finance","Rates / Bonds","2011151313"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Finance","Section Management","2011151301"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Human Resources","HR / Payroll","2011151113"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Human Resources","Org Development","2011151114"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Human Resources","Safety","2011151111"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Human Resources","Section Management","2011151101"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","Human Resources","Training","2011151112"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","IT","Project Management","2011151211"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","IT","Section Management","2011151201"
"Public Utilities","Metropolitan Wastewater Muni","Administrative Services","IT","Technical Services","2011151212"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Business Support","Business Support","2011121111"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","EMTS","Division Management","2011120001"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Waste Lab","Administration","2011121301"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Waste Lab","Data Management/QA","2011121314"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Waste Lab","GC/MS (Organic)","2011121313"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Waste Lab","Industrial Waste Sampling","2011121311"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Waste Lab","Inorganic","2011121312"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Wastewater Control Program","Administration","2011121201"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Wastewater Control Program","Enforcement & Data Management","2011121212"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Wastewater Control Program","SIU Permits","2011121213"
"Public Utilities","Metropolitan Wastewater Muni","EMTS","Industrial Wastewater Control Program","Source Control","2011121211"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Canyon Access LTA","2011141113"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Environmental General","2011141114"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Environmental GRC-H","2011141115"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Mitigation (Envr)","2011141111"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Restoration (Envr)","2011141112"
"Public Utilities","Metropolitan Wastewater Muni","EPM","Environmental","Section Management","2011141101"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Development Review","2011140014"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Division Management","2011140001"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Energy","2011140011"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Modeling","2011140015"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Planning","2011140012"
"Public Utilities","Metropolitan Wastewater Muni","EPM","EPM","Program Management","2011140013"
"Public Utilities","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Asset Management","2011000011"
"Public Utilities","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Department Management","2011000001"
"Public Utilities","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Department Wide Support","2011000014"
"Public Utilities","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Public Information Office","2011000012"
"Public Utilities","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Metropolitan Wastewater Muni","Reserves/Debt","2011000013"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Administration","Admin-Section Management","2011131101"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Administration","Admin Support","2011131111"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Administration","Field Support & Facility Maint.","2011131112"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Constr-Section Management","2011131401"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Laterals","2011131414"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Mains","2011131412"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Main Televising","2011131411"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Manholes","2011131413"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Construction","Trench Restoration","2011131415"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Engineering","Engineering","2011131511"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Engineering","Engr-Section Management","2011131501"
"Public Utilities","Metropolitan Wastewater Muni","WWC","Food Establishment Wastewater Discharge","FEWD-Section Management","2011131601"
